pow_delta,pow_theta,pow_alpha,pow_sigma,pow_beta,stage
-120.50153876287604,-122.49052605072409,-127.64277472774683,-129.26964367797217,-136.52519865273698,2
-120.38226504565966,-122.34061437278507,-129.06264464421895,-130.63228906361172,-136.60534495078736,2
-119.87874035273407,-122.48138241179971,-125.53422328012819,-128.69650012471544,-136.142149463178,2
-117.1694146886538,-121.6132925208298,-126.7774398060005,-128.5037733343062,-136.58830674548975,2
-118.67938571641233,-121.6324088444527,-126.36256850890858,-129.05323718755238,-136.0688491187599,2
-116.99200635481535,-122.38413288940953,-128.13427796304006,-129.41458010658377,-136.6394687192372,2
-117.98613897417128,-121.38485456513132,-126.99310326760319,-127.87647582309842,-137.00068535790277,2
-117.29405841106282,-121.82179052989834,-127.81744465968642,-128.8739432697816,-137.2880651457185,3
-117.4792605170675,-121.71765398862838,-128.07813578734005,-129.92601062787045,-136.94683011193735,3
-116.10586704254395,-120.87650970596454,-128.41262574632842,-129.46917386997427,-137.07893413913206,3
-115.67543137859882,-120.05735207719752,-126.18469487255531,-129.5986411028539,-137.56945386318165,3
-117.21802667320745,-120.9929075378105,-127.55395690405891,-130.69898654902443,-137.48753979690963,3
-117.53242128670347,-121.094369075657,-128.18480479649023,-129.87978774742683,-137.69986294387508,3
-115.39949391684584,-120.85099794246518,-128.07897020210808,-130.06493515497561,-137.5385773707698,3
-117.60239881074286,-122.70191758330024,-128.326488276388,-131.86061754327025,-137.73453257861334,3
-116.4091394877142,-121.31799555545061,-128.50383775215167,-129.51859498656293,-137.36294776092495,2
-114.65881329027172,-120.38005741536615,-125.93220833331428,-128.62581813819315,-134.49362798877226,3
-116.71040274326297,-121.08747699128665,-127.59179829090118,-129.96923160699058,-137.30868218423626,3
-116.87919146804464,-121.47333242818166,-128.51363578086966,-130.75646235419532,-136.57196373849362,3
-116.29547333982921,-121.71848141519395,-127.07932597498743,-129.46451748127708,-137.10758226587834,3
-116.94637336851213,-121.6138684205426,-128.51421661465218,-129.61477179398292,-137.2726676501717,3
-115.99703700965948,-121.91370525786506,-127.92945089848965,-130.31874239834602,-137.52202525681213,3
-114.83625829958076,-120.95075167263947,-127.78241993051195,-129.98172561999826,-137.77692097890224,3
-116.65842326374676,-121.10441037115987,-128.0794718917278,-131.3403603252203,-137.5033967565955,3
-116.44509047268296,-121.4125498236189,-128.4609113913379,-130.38707483165436,-137.2053334243098,3
-114.87841212768772,-120.4816483752114,-127.22304335463195,-131.2622744304613,-137.69350552146747,3
-116.43275652108377,-121.32250860899053,-127.26363230478047,-129.8461877548965,-137.70119082618743,3
-114.4836347882868,-121.32978844376983,-128.7672401705328,-131.26275051516086,-137.69770667350645,3
-115.55035953667623,-121.104194511198,-127.58068712891675,-130.25725984376476,-137.18775416720229,3
-115.54076640110651,-120.61008805510028,-126.95990934862455,-129.38341244937706,-137.28492634059242,3
-116.93625868075928,-121.14267291013525,-127.32397218221578,-131.04027545770705,-137.59650162099297,3
-115.43890441754819,-121.32427522462181,-127.5704000337378,-130.55930707522378,-137.2374546343388,3
-114.90939194821749,-120.64369092559569,-126.99053435605266,-129.00600156376746,-137.47555260950466,3
-116.09973307028683,-120.91677764951253,-127.16458704641252,-130.13224722472785,-137.11045883236463,3
-115.97371745104185,-120.48511994455377,-127.32158668747569,-131.15514253943584,-136.40291449240624,3
-115.64526862384139,-121.78537939757312,-127.86204833027797,-130.7419118201952,-136.09009382004254,3
-115.5498013597493,-120.73409262681716,-127.57912225496496,-129.65340923692338,-136.54166701170192,3
-113.78549602112189,-120.85312671637605,-127.40127951142657,-131.3867573058794,-136.87925782530954,3
-112.11360209796425,-115.20888247729006,-121.61817013615145,-124.79271746019133,-126.7219333092494,2
-118.18862791921997,-120.01565238470599,-126.13486645540097,-129.02825423329753,-130.67574421303175,2
-115.29788813632103,-116.60253636849875,-124.06698233929393,-127.17283929053582,-130.50199392531613,2
-113.86485908174646,-115.3752015089079,-122.0067084274059,-124.38399677388469,-127.118716025511,2
-114.86220994228997,-118.50643517762215,-125.83285146172852,-127.21803777888931,-132.3555751752464,2
-117.05602493118086,-118.94488302984202,-126.1356766801014,-128.08373874846143,-132.57203775571352,2
-116.84141694972134,-118.63098343024265,-126.26502339391892,-128.10198938750838,-132.85484988897335,2
-119.48106582371781,-120.75779148028518,-125.99645872888446,-126.96059321223441,-133.4493555853181,2
-118.22811200328623,-120.10256280708428,-126.89109957126611,-128.12230169207018,-133.56521489974807,2
-114.11368686324639,-117.91618739202852,-124.3991191324196,-125.86588549493159,-132.2802916000702,3
-117.72084037561119,-119.55661610969919,-126.68794451198482,-128.9833702468782,-133.95007018983276,2
-119.26638888269666,-120.24077173008772,-125.80313750619273,-128.04682496646853,-134.21213357663655,2
-115.81072624901358,-119.42988838909147,-125.15144884462828,-126.37596688376863,-134.41244124169336,2
-116.87187472766648,-119.83525035475256,-125.35538993660221,-127.19352003846645,-134.02833949617045,2
-115.02959885312431,-118.71190435053725,-125.3325268999902,-127.25282388651993,-133.68118650728763,2
-116.26376992910646,-118.846331109581,-125.86967954161892,-127.628177481701,-134.34747530436164,2
-115.57762799595382,-119.93475674385533,-126.90991529099492,-129.33393854345204,-134.44842544385995,3
-116.92688023430217,-119.694745717759,-126.26125012576769,-128.16555086128932,-134.28068944010843,2
-116.84020195152321,-120.442311515316,-127.08372595192174,-129.50216162845507,-134.93427688492446,2
-115.37646231788159,-120.06093638639861,-125.28298171157539,-127.67780594968578,-134.47331541459442,2
-114.89546231968585,-120.22415583852572,-126.38216768324828,-127.56698099280699,-134.77221948166905,2
-115.85089501290311,-118.77523328191728,-126.00340612719408,-128.10486925710893,-134.68917256936695,2
-114.22706779272434,-119.02416361910883,-126.40669965120026,-129.00379852888176,-134.18988603974034,3
-114.62613145683378,-119.40475379767118,-126.1003441891286,-129.4475904667721,-135.1017036643972,2
-114.58875179809206,-119.02369433192716,-125.22197245023266,-127.83637409574303,-134.95539149546124,3
-114.5752733927417,-119.31670122548569,-125.66880497675555,-128.03511847766194,-133.88169950162384,3
-115.91130998905741,-120.01809117248791,-126.56354953722285,-128.510721908347,-135.2896385869361,3
-114.00321643402681,-119.58549711889654,-126.50402999746738,-129.85574295818336,-135.26813888361468,3
-115.20534606746016,-120.08625570558287,-126.57783923324736,-128.43256263787342,-135.31481164098506,3
-112.77216180198039,-118.99548561827622,-127.2873030746736,-129.76453947213136,-135.00455826071624,3
-115.70037882989556,-119.64860361680799,-126.88815714261104,-128.95825522018615,-135.3546453233234,3
-113.29491894526458,-119.32602226224373,-126.32504152598224,-127.88632900665641,-134.81569424864887,3
-113.23056340899758,-116.25879837475492,-120.38073093681693,-124.36669741785315,-127.9502605239539,2
-118.60437041639486,-120.54974594356415,-123.7232135341386,-126.74568673970094,-128.8836651681339,1
-118.7691019156292,-118.76245848503324,-123.25352533077942,-127.97126107116456,-130.1425320591068,2
-118.31702837178703,-118.13871132657397,-124.10499079862396,-126.77925868766765,-130.0345672525704,2
-119.06249114532713,-118.69066839542582,-124.42454878225638,-126.98707828745081,-129.9261559781241,2
-119.31436672369668,-120.95179406332902,-122.77391826542627,-127.96603158100532,-130.91855091647776,1
-118.9406521203958,-121.21607052155393,-124.73450238551153,-126.89109447264697,-130.00057150725576,1
-120.25981926003685,-119.49329727516505,-125.24200375569308,-127.73998694764487,-130.95663422242419,1
-117.83293929925387,-119.40059623965854,-125.97323517565525,-128.72878645896188,-132.0061608873203,2
-117.55208477302027,-120.84023434762884,-124.18277506286391,-127.3866152734298,-129.05388614136677,1
-121.86386848695439,-121.09731867085343,-125.12057460970742,-129.2215790040155,-131.14293930150586,1
-115.46662242905771,-118.19079956202721,-124.2755697110939,-125.98411709007624,-130.62363833141322,2
-117.99780011123646,-119.3644123718572,-125.87890310272701,-128.68001311864225,-131.37116991184422,2
-118.23680451997545,-121.04260950733979,-126.14620332830765,-128.10271728293858,-133.24309540014664,2
-119.82677623606682,-118.90275012056183,-125.5591185667096,-127.9158191010634,-131.31890037009177,2
-114.95893688232518,-117.64870739363478,-125.05784375098261,-125.82274205677217,-132.95280433378787,2
-117.03958633947319,-119.14115167078533,-126.47133422908887,-128.47409301725563,-133.41633678927684,2
-117.97123904749544,-117.99871066839145,-126.47282209858427,-128.47356596672225,-132.39002812108058,2
-118.20532312850887,-119.38234468319784,-125.23209887028302,-126.23463603807843,-134.55799067654078,2
-120.51968164906593,-122.07412867130307,-127.2387877209606,-128.57020845238392,-133.40755494616835,2
-108.54513104903232,-117.44444208599386,-119.91444565623675,-122.44434440720445,-123.830892232907,1
-118.47935577918835,-120.54505175653611,-126.55058346896172,-129.50916358605355,-132.15798489545838,2
-117.16422322810946,-120.02754114421019,-125.42534979398283,-128.62786113769909,-132.58967151464228,2
-116.654952838119,-119.0003345767692,-125.73125527285733,-128.5136096923938,-131.91099521478685,2
-117.35706186724619,-119.9584546008598,-125.3013723080098,-126.76177708264447,-133.63268700157894,2
-116.58441976560738,-117.77133400770553,-124.82183893488883,-126.08689636340347,-132.68095503590504,2
-117.24243698289712,-120.10098641366442,-124.70464642509752,-125.46226557200438,-133.50288847465393,2
-120.61856958940562,-121.24264184128701,-127.34858514132662,-128.5804620833014,-133.87353945786023,2
-114.88599186751179,-119.0727608097313,-124.77609137143499,-127.90390218967208,-132.6933925785641,2
-118.01725555744352,-120.54955875249458,-124.85612293981731,-127.16283893229135,-133.32425951910668,2
-117.1806922029285,-118.32156069969943,-124.16458152600389,-127.74905855564785,-132.47593936828255,2
-117.7862956114998,-120.40971641764328,-125.03832511538407,-127.68158345538201,-133.54135347707447,2
-118.47519665099013,-119.53723311614027,-125.78055535526718,-128.28932836511902,-131.51443400545418,2
-114.47754680799214,-117.96612619529874,-124.20031244380802,-126.39275881526417,-133.52039429189404,2
-117.49160115017494,-119.98297136541524,-125.20850789220663,-126.47298488616114,-133.18993514436286,2
-117.29641365879188,-119.7598101903033,-125.37919017460777,-128.01604392138168,-133.40123577151863,2
-115.20977935323386,-117.61590508633036,-123.26970256388643,-126.2326052768703,-132.0513074113101,2
-117.2143955566994,-119.67252921018404,-125.37330608458278,-128.81652697709717,-133.35655592071396,2
-114.17724187613197,-116.90894357974582,-123.66275074462695,-125.19178471539458,-131.89828435820655,2
-118.43372308497555,-120.5726365513649,-126.5725572756919,-127.0990104499497,-133.66590824490535,2
-117.65691419355838,-119.25277285936797,-124.80577454004822,-128.07227455449618,-133.69265360039714,2
-116.98253384333859,-119.76650985888857,-124.32556627641016,-126.24556292971563,-133.48671068651674,2
-116.2299055231086,-118.54127279731779,-124.98651518971988,-127.11470612779779,-133.92972368709044,2
-116.21133343703444,-119.59779288340448,-125.49883566967445,-126.76691771064638,-133.7407919491446,2
-115.68837029169204,-118.1055925763609,-124.77320801655644,-127.49565204018307,-133.65249323464244,2
-116.12906242806696,-119.0049763511849,-125.8703729720931,-127.80125325841784,-133.72603381555527,2
-117.01083491501987,-119.53033017122331,-124.97196893299221,-126.38593225868951,-133.68780544435702,2
-115.50862796712669,-119.55295848672445,-125.52352672474271,-127.45467151532746,-133.63534864010487,2
-114.84547930290165,-118.66384352633723,-124.66631700466935,-127.22496724750094,-133.9009648700438,3
-113.30082494962504,-117.8405542470603,-124.64455803755315,-125.68198962079136,-133.00239452312704,3
-114.61576624106303,-119.09516565478027,-125.31823553880152,-127.22263561863386,-133.72548352216097,2
-113.10516599995393,-118.3830498377679,-124.61761979873707,-127.31696799498422,-134.1881781685633,2
-113.4259474793611,-118.23341000056237,-125.44915796559076,-126.24575555610507,-134.02295051808184,2
-115.62882817217273,-118.6269643074584,-125.82212507512791,-127.84839819512221,-133.97280192814517,2
-114.91665859672561,-118.56317410958005,-125.01012238183921,-127.36906423681135,-133.80218974703953,2
-112.29344203902534,-118.11406112504835,-124.76347697117279,-127.55113745021295,-133.71259661127928,2
-114.19341623105424,-118.30389334578055,-125.02020224883583,-126.82233613159545,-134.3048721741408,2
-113.64294852079371,-117.86177271635232,-124.21472603228587,-126.59604790079794,-133.76296733151432,2
-114.26653478659138,-118.60329676408567,-124.70921660600273,-127.26957123048712,-133.8487922827708,3
-114.36293188076698,-118.94751998859354,-124.54386823394752,-127.29947261209853,-133.68579269969405,2
-114.09140547899462,-115.93368374186826,-123.04031330964501,-127.03684112714322,-129.8555284861464,2
-114.24269996958151,-117.29813410810056,-123.17011776171006,-126.08057967684374,-131.34116432547495,2
-115.03756451152934,-117.5413175553709,-124.16706394470376,-126.3876412978372,-131.40545204761156,2
-115.9059908448248,-118.44322775774978,-124.66408600898775,-125.9249976183161,-132.0442802422991,2
-113.62075437038798,-117.42734746495874,-123.92519065831347,-125.13099336812418,-132.2057490994781,3
-114.46281045710519,-117.04026318399406,-123.77730134750301,-124.99394522045995,-131.94412410142036,3
-114.0042101442166,-117.71557191154895,-124.10573663963976,-125.89991401218906,-131.88757081656487,2
-113.27806728793786,-117.9315672689466,-123.46330060959656,-126.8671040980071,-132.55668214294388,3
-114.26113887999868,-117.8648770859662,-124.10034492030685,-125.00048869743006,-132.38129224305357,3
-113.99096932791358,-117.06524929161344,-123.44355401328087,-125.49113791247292,-130.98577248309647,3
-112.0069990138395,-116.32365587596226,-122.44206600842948,-125.91868496116612,-129.84659529525533,2
-114.31207395634438,-118.21064342189742,-124.20675279871651,-126.54641205300105,-132.66427593157124,2
-113.47673541226693,-118.28398626911111,-124.58657002911391,-127.12950412942298,-132.5642875335807,2
-109.49114013098016,-114.9865242671834,-118.81029580426619,-122.79119577656816,-124.90459226284118,0
-112.90222119225098,-116.68252616572461,-118.73202770476189,-121.71489503965972,-122.76197875921517,0
-118.62392248720936,-120.67886146127314,-123.03465858922624,-125.38394833692249,-127.72336708451114,1
-116.61415286402986,-117.60492898996813,-122.27446520830277,-125.84007174244272,-128.1001980101601,2
-116.94113704140543,-118.28375121253663,-123.67199501090343,-126.93979757268363,-128.78258931264403,2
-115.26605484139051,-116.39017248496337,-123.55446750856109,-126.31943425313119,-129.60515676272408,2
-114.81029606059163,-116.43154526450408,-123.53414196052789,-125.24712349451336,-129.9049357926675,2
-113.89559159786043,-114.93846506605882,-120.25471151443767,-123.63187909345774,-126.95132079530671,1
-115.63490758759323,-117.758887662325,-124.26456580892571,-127.47293705072295,-129.97784339730177,2
-118.2126400918521,-118.63795361441385,-124.84864956129285,-128.04316033185293,-129.40623940363108,2
-116.56054915076889,-118.3467430633618,-124.74447320285634,-127.1747144483688,-130.58935808421535,2
-118.93693769875483,-121.81855460724634,-123.06732476725443,-127.39291600010489,-129.6251046571358,1
-118.42320896630231,-121.2016723136228,-126.49217721418056,-128.7197902746775,-129.8795355069252,1
-116.2150705234755,-118.01909632332713,-124.06240295297005,-126.82153151671832,-129.52251138665628,2
-115.93407083961597,-119.76996695340326,-122.89903401684106,-125.47333901220357,-128.68293460522278,2
-104.30591409704924,-111.28640741690977,-115.69981478877382,-117.70343773124789,-118.48245980178413,0
-101.56601649666327,-109.59617563449983,-116.21266716678218,-116.79404494911887,-117.93516980134287,0
-102.33646320336426,-110.72244415959045,-117.19038696135932,-118.82727885669128,-120.28736648480346,0
-104.21524389761059,-109.18026282678285,-114.21959169527703,-116.13182201541666,-117.3698970076194,0
-105.24537959097223,-110.43109869019946,-116.11188653035641,-116.81955588960861,-118.37897441735899,0
-105.4913712880975,-112.90689056455564,-118.57265856123182,-120.83185378097484,-123.1092177945307,0
-102.7725415842926,-108.749083463755,-116.3634767687803,-118.08581967164469,-118.7805731948295,0
-107.62292363212997,-111.34578109188753,-117.850162072193,-121.48212038867003,-122.14603930501119,0
-106.93009496346569,-111.92039260147095,-117.35172632690414,-119.65808574595401,-121.0108609626689,0
-111.69413150903759,-114.66934469985621,-119.74844302156204,-121.90119133891292,-123.7179469473812,0
-108.06161350712199,-110.85994469101261,-116.57259240219115,-117.94317572280663,-118.74426889170756,0
-110.57776540128685,-113.67500882821182,-119.26584569180176,-122.58772198778657,-124.40742665165916,0
-111.06921303052376,-113.88581944494273,-118.30253501025878,-120.67219295730854,-122.82639847267575,0
-110.10796613460076,-112.66976263753318,-119.19376484323884,-122.04568456604554,-124.37624000687828,0
-109.94778523370968,-113.083897494702,-118.78013458710868,-121.66447301774268,-124.06195356993383,0
-112.09325911729731,-115.22487147298924,-120.7004531539772,-123.2794157999324,-125.43911199024527,0
-112.50141450053744,-114.31272985810736,-119.721342649313,-122.04956098085427,-124.40080667673762,0
-107.51935173771743,-111.66581326969592,-117.63422217083735,-120.09014720252641,-123.06549610622878,0
-103.1480381019777,-111.15039837748408,-115.92118795687084,-117.43001757805624,-117.64795179562903,0
-102.56275768641987,-109.39184283912434,-115.54700572965054,-118.06850126336971,-119.37860525703672,0
-102.10745034372255,-106.16204548446318,-111.93521143335872,-114.30536569254697,-114.89360350528757,0
-104.60721506440323,-108.33064102972314,-115.67630502312844,-117.26845263707041,-118.55754073324557,0
-104.68711791590798,-112.87075596192409,-118.65509832911712,-120.35602021721229,-121.57082363779239,0
-108.21732287261496,-112.28899960349419,-117.81325878981973,-119.88632384877704,-120.28506434506139,0
-105.89619209775479,-112.16027456962962,-118.014933802367,-120.27307051929628,-121.19886039257108,0
-102.58844564784569,-110.20011586973015,-115.12324194532037,-117.53285153770379,-117.51517282817319,0
-104.39696282656165,-110.8263903765199,-117.66330236332657,-120.23420464248723,-121.19282633374168,0
-106.80072482595067,-111.51102401278399,-118.23733693546382,-119.92074581727151,-122.35399348638208,0
-104.52865311658486,-109.48350359189152,-113.48945532830199,-115.53427204546408,-115.52146675411554,0
-103.19997445045931,-106.65007902963956,-112.29169978045839,-112.68147711789595,-113.5113175428856,0
-102.69540247470731,-108.08049300754575,-114.68352943648655,-116.87784647736478,-116.96706743904593,0
-102.13663608831615,-107.21197782711047,-113.0273032010081,-116.11007560958815,-116.9566404418061,0
-109.25731319178566,-112.53528148236464,-118.32227623002147,-120.54293427772498,-122.91845529377593,0
-103.4879451352893,-111.11730537684073,-116.43024928059339,-118.20657201288454,-120.18802667269988,0
-106.48079156135054,-109.84033753168569,-114.35481610256912,-117.75128553863435,-119.20770173420881,0
-99.54044775695144,-107.06174496866203,-112.85211258745466,-114.91327371463353,-117.08848713840561,0
-106.37909408539244,-111.3618071038175,-117.58168928967517,-120.61833158464417,-123.33182972695167,0
-98.88986104277289,-105.25630737528678,-110.5373973200347,-112.0487847197554,-114.24855423244747,0
-101.5915605471337,-108.97453648742398,-114.17280104669905,-116.33969393331498,-117.33968376576487,0
-101.39253562027658,-107.41052984014618,-113.24851235538495,-114.9184380232738,-116.19010776963871,0
-99.70180043947764,-105.50146699812348,-111.19649313224612,-112.81508561463369,-113.47495784561778,0
-99.06599729378003,-103.78760658248785,-108.47892556280021,-111.06396599376782,-112.09104118040855,0
